min_user_reviews,min_anime_reviews,lambda,rmse
30,30,1.0,1.6949558269983414
30,30,5.0,1.671067277775165
30,30,10.0,1.6916223846925562
30,30,15.0,1.7118701635173232
30,30,30.0,1.7079520735470242
30,30,50.0,1.7258271407870636
