min_user_reviews,min_anime_reviews,lambda,rmse
50,0,1.0,1.795976867492898
50,0,5.0,1.7559875868799253
50,0,10.0,1.75764319245596
50,0,15.0,1.734830725781682
50,0,30.0,1.7360417615921917
50,0,50.0,1.7431569763074775
