,uid,anime_uid,score
59813,323034,29575,10
59814,325142,29575,10
59815,187220,29575,9
59816,214095,29575,8
59817,186520,29575,9
59818,271920,29575,8
59819,255685,29575,10
59820,186201,29575,10
59821,225142,29575,7
59822,68961,12143,8
59823,118899,12143,10
59824,94511,9311,5
59825,43391,9311,9
59826,227374,32620,7
59827,255652,15841,10
59828,269830,3220,4
59829,229818,21925,4
59830,195115,21925,10
59831,185210,21925,10
59832,277720,3220,9
59833,288277,3220,5
59834,296637,3220,6
59835,300398,18693,9
59836,253878,18693,9
59837,248390,3220,4
59838,323119,3220,8
59839,191867,28961,6
59840,73287,7053,7
59841,53225,2135,6
59842,315729,2135,8
59843,264000,2135,10
59844,268287,36256,3
59845,276882,36256,7
59846,277486,36256,6
59847,267748,36256,5
59848,9856,2135,4
59849,8113,2135,8
59850,166763,7053,7
59851,163661,7053,9
59852,55921,7053,8
59853,168527,7053,8
59854,37208,7053,10
59855,37188,7053,10
59856,191878,28961,6
59857,175785,28961,8
59858,263406,3220,9
59859,265562,3220,6
59860,269106,3220,8
59861,232439,3220,8
59862,287136,3220,6
59863,274546,3220,10
59864,85625,3220,9
59865,251597,3220,10
59866,226328,3220,9
59867,213102,3220,9
59868,23489,3220,7
59869,199809,3220,10
59870,226802,3220,6
59871,323271,3220,7
59872,292874,3220,9
59873,300241,3220,7
59874,115803,15841,6
59875,99693,15841,7
59876,218371,32620,8
59877,264372,23479,8
59878,223152,32667,4
59879,252981,32667,7
59880,303637,38470,8
59881,240012,10106,8
59882,235353,29808,6
59883,310486,29808,8
59884,219792,5774,9
59885,233015,21521,10
59886,323243,38732,9
59887,323331,15097,8
59888,189721,15097,3
59889,91219,15097,7
59890,94725,15097,10
59891,82310,15097,8
59892,294846,38732,10
59893,241649,21521,6
59894,218823,21521,8
59895,319819,30243,6
59896,232415,10683,9
59897,20724,5097,9
59898,230627,719,10
59899,263108,33505,6
59900,319989,37233,8
59901,287565,37233,10
59902,234209,33505,4
59903,230598,33505,5
59904,253265,719,10
59905,209592,719,8
59906,240529,719,8
59907,284333,719,9
59908,83205,719,10
59909,39090,719,10
59910,11320,719,9
59911,49997,5097,9
59912,66715,5097,7
59913,47881,5097,10
59914,228777,10683,8
59915,83425,10683,10
59916,127815,10683,8
59917,209448,30243,8
59918,228845,30243,9
59919,189601,30243,9
59920,189570,30243,8
59921,238435,21521,8
59922,285663,21521,7
59923,310437,21521,9
59924,303856,21521,10
59925,306148,21521,7
59926,142913,21521,6
59927,138601,21521,10
59928,143575,21521,7
59929,238990,21521,10
59930,179405,21521,7
59931,321865,5774,7
59932,48901,5774,6
59933,26559,5774,8
59934,26489,5774,9
59935,197663,29808,8
59936,93081,10106,8
59937,202648,10106,6
59938,307255,10106,7
59939,220519,32667,5
59940,279212,32667,8
59941,227005,32667,8
59942,220501,32667,10
59943,220338,32667,5
59944,279490,19051,7
59945,323387,40337,6
59946,267308,35028,8
59947,268099,35028,7
59948,254086,35028,10
59949,300924,35512,8
59950,127411,8291,8
59951,84709,8291,10
59952,127415,3102,9
59953,239019,2372,10
59954,302237,37585,8
59955,291778,37585,8
59956,298810,37585,3
59957,94299,10419,8
59958,322321,37585,10
59959,114657,16472,9
59960,80976,13057,8
59961,295832,38034,7
59962,318806,31886,6
59963,268176,35936,9
59964,31404,8110,9
59965,288937,35936,8
59966,264452,35936,10
59967,259148,31886,9
59968,233532,31886,9
59969,212516,31886,9
59970,256252,31886,9
59971,263764,31886,2
59972,301978,38034,4
59973,308904,38034,7
59974,291131,38034,10
59975,290852,38034,3
59976,120737,13057,10
59977,194202,16472,9
59978,194280,16472,8
59979,127919,16472,8
59980,289856,37585,7
59981,192868,2372,9
59982,57507,2372,9
59983,17486,2372,10
59984,121743,2372,9
59985,40077,8291,10
59986,307493,35512,9
59987,324343,40337,2
59988,271219,19051,10
59989,156013,19051,8
59990,118695,19051,6
59991,223882,29807,9
59992,207996,29807,10
59993,319843,39800,6
59994,319262,39800,7
59995,321422,39800,8
59996,62751,4763,10
59997,262745,4763,8
59998,320845,39800,8
59999,321751,40023,8
60000,238138,30891,7
60001,205348,30891,7
60002,322337,40023,10
60003,249651,11321,10
60004,262037,11321,9
60005,65053,3939,7
60006,186725,3939,9
60007,6297,3939,9
60008,133721,11321,10
60009,82426,11321,10
60010,36804,4358,7
60011,254282,3210,5
60012,281351,3210,4
60013,265221,6590,5
60014,259381,6590,8
60015,134583,6590,4
60016,236376,6590,9
60017,289123,34747,9
60018,249462,34747,8
60019,64013,6590,8
60020,291378,3210,6
60021,78273,3210,9
60022,44077,3210,7
60023,232676,3210,1
60024,35663,3210,10
60025,11404,3210,8
60026,216080,4358,8
60027,283705,4358,8
60028,310342,4358,6
60029,215735,4358,7
60030,227929,4358,9
60031,24122,4358,7
60032,178379,4358,9
60033,321626,40023,8
60034,204207,3771,7
60035,245906,8039,8
60036,48027,9435,9
60037,184508,9435,10
60038,134087,18525,10
60039,140493,6465,5
60040,130515,2867,5
60041,192795,2867,7
60042,257868,31789,9
60043,127835,16914,7
60044,121537,16914,7
60045,230334,31789,9
60046,224989,31789,9
60047,35044,2867,8
60048,224647,6465,10
60049,291361,21001,2
60050,167745,21001,9
60051,253902,6465,9
60052,229976,32872,7
60053,281995,32872,8
60054,312343,35926,9
60055,92463,3970,8
60056,107915,3970,8
60057,100205,5194,8
60058,191331,5194,9
60059,24119,5194,9
60060,213902,5194,9
60061,316708,5194,6
60062,101161,5194,10
60063,14121,5194,8
60064,216072,32872,8
60065,23213,6465,9
60066,30821,6465,10
60067,216051,32872,8
60068,168511,18525,8
60069,111509,8039,4
60070,63817,3970,6
60071,191684,8039,5
60072,133639,8039,6
60073,158519,18525,10
60074,241611,32833,3
60075,228454,32895,7
60076,303632,32833,3
60077,248476,32833,9
60078,272194,24911,4
60079,294607,24911,6
60080,273079,36849,6
60081,259387,13219,9
60082,286503,12959,8
60083,114027,12959,8
60084,242104,14127,8
60085,226747,5762,9
60086,252949,31810,6
60087,252678,31810,10
60088,225309,31810,9
60089,223604,21069,6
60090,314481,21069,6
60091,212808,2852,8
60092,189664,2852,6
60093,129693,2852,6
60094,140133,10488,7
60095,108747,10488,8
60096,192444,21069,3
60097,211031,31810,9
60098,265223,5762,4
60099,45091,5762,6
60100,179404,5762,6
60101,317554,38030,8
60102,323997,38030,1
60103,108641,5762,8
60104,37190,5762,9
60105,75339,5762,8
60106,83529,12959,9
60107,187476,13219,8
60108,68679,13219,8
60109,244170,6690,8
60110,158159,2873,10
60111,241308,2866,4
60112,212815,2866,10
60113,47769,9970,6
60114,172627,7969,6
60115,123233,7969,5
60116,168513,7969,8
60117,255647,10590,4
60118,178207,3992,9
60119,99395,4698,7
60120,214082,4600,6
60121,259493,10590,8
60122,229272,33962,9
60123,181536,4698,8
60124,62379,3992,10
60125,116715,1401,6
60126,30116,1401,6
60127,36072,1401,7
60128,31908,2531,7
60129,2699,2531,9
60130,299461,33962,9
60131,16906,3992,10
60132,220804,4600,9
60133,262034,2441,7
60134,35394,2441,10
60135,228309,4600,7
60136,167309,4600,9
60137,167645,4600,10
60138,25227,4600,6
60139,40075,4600,10
60140,63033,4698,6
60141,140081,10590,6
60142,101211,7969,5
60143,205414,9970,5
60144,34840,9970,8
60145,55897,2866,8
60146,36075,2873,5
60147,36017,6690,7
60148,320383,29705,8
60149,275225,29705,5
60150,293974,30242,8
60151,229852,3302,10
60152,99991,3302,9
60153,320437,14129,1
60154,234211,14129,8
60155,249982,14129,1
60156,121721,14661,9
60157,228092,20589,5
60158,29218,7708,5
60159,33999,7708,8
60160,96681,7708,10
60161,154191,20589,5
60162,123237,8651,5
60163,71431,1780,6
60164,20792,1780,7
60165,30676,1780,8
60166,351,1780,8
60167,77749,8651,10
60168,279299,20589,10
60169,173587,14129,6
60170,303662,24453,8
60171,295221,24453,8
60172,114285,11465,9
60173,98847,11465,10
60174,239976,30460,8
60175,155697,2960,7
60176,270394,36956,7
60177,265306,36755,4
60178,296356,36755,8
60179,169639,25877,7
60180,261242,36122,10
60181,171377,7583,6
60182,234159,18653,7
60183,207799,18653,6
60184,109259,18653,7
60185,323704,37223,8
60186,323344,37223,4
60187,266459,1041,1
60188,233953,1041,8
60189,19763,1041,4
60190,323219,37223,8
60191,287570,37223,7
60192,276962,9467,5
60193,284737,9467,7
60194,273760,36721,7
60195,35033,4490,8
60196,242816,11969,5
60197,319015,38775,6
60198,114971,3747,6
60199,112743,3747,3
60200,198568,10553,7
60201,223946,6635,4
60202,210708,2869,10
60203,2985,1331,8
60204,237538,30132,6
60205,16911,4004,9
60206,285295,2869,6
60207,256089,2869,7
60208,109235,2869,7
60209,237448,1821,2
60210,189874,1821,7
60211,241946,6635,2
60212,137931,6635,4
60213,112729,9904,3
60214,62099,7458,3
60215,195860,6635,3
60216,30301,1273,8
60217,11550,1273,3
60218,259421,10553,7
60219,182116,10553,3
60220,16905,3747,10
60221,53379,3308,6
60222,282592,3308,8
60223,293602,3308,8
60224,313401,3308,2
60225,31987,3308,4
60226,17087,2359,7
60227,250337,11815,7
60228,95711,9326,8
60229,208502,10575,10
60230,44897,5109,6
60231,53123,3046,3
60232,38071,5109,6
60233,301216,9287,10
60234,130149,10575,4
60235,14523,2359,10
60236,37848,2359,8
60237,305363,38760,8
60238,206805,2359,9
60239,180434,3560,5
60240,300403,3560,5
60241,325080,2532,5
60242,314744,220,5
60243,6992,2532,6
60244,233806,1512,5
60245,263199,1513,3
60246,9239,1512,9
60247,246003,9599,6
60248,62583,9599,6
60249,140125,1770,7
60250,321556,12059,7
60251,235314,12059,8
60252,248847,12059,8
60253,242246,9434,6
60254,36543,9434,6
60255,213793,12059,7
60256,247649,12059,2
60257,317017,38260,8
60258,267305,12059,7
60259,216745,12059,1
60260,313762,2185,5
60261,96219,2185,6
60262,93485,8654,3
60263,54465,8654,3
60264,158643,8654,1
60265,77613,8654,5
60266,38068,8654,1
60267,198111,8654,3
60268,104315,8654,4
60269,289556,8654,2
60270,187561,8654,10
60271,67765,8654,3
60272,189952,3681,3
60273,32530,8654,3
60274,232564,12059,9
60275,267395,32484,5
60276,242744,32484,7
60277,246859,32484,6
60278,206465,12059,2
60279,204082,12059,2
60280,251116,12059,1
60281,182062,12059,4
60282,193802,12059,6
60283,270392,12059,1
60284,74643,12059,7
60285,187898,4608,9
60286,64259,4608,8
60287,38538,4379,7
60288,37422,6422,5
60289,94133,2872,6
60290,231324,755,9
60291,273303,755,10
60292,236805,1763,5
60293,317425,1763,7
60294,212365,755,6
60295,19041,1834,3
60296,292507,3384,10
60297,302612,3729,3
60298,58499,3729,7
60299,234650,3711,5
60300,244610,3711,6
60301,115605,3711,1
60302,98201,3711,9
60303,20909,3711,2
60304,17098,3711,4
60305,46831,1834,10
60306,120035,755,10
60307,309694,755,5
60308,120031,755,10
60309,92459,5522,5
60310,224524,755,2
60311,8966,2872,4
60312,263164,34758,8
60313,116253,2209,7
60314,81110,2209,7
60315,313766,2439,3
60316,252946,28169,6
60317,246465,28169,9
60318,179293,28169,9
60319,43559,1390,9
60320,37184,1390,8
60321,287907,35891,9
60322,259576,35891,1
60323,302340,13325,7
60324,35254,5603,9
60325,185577,11997,8
60326,207626,2140,10
60327,59529,2140,7
60328,321836,3063,7
60329,242242,13019,7
60330,94999,5576,7
60331,227685,6097,8
60332,247825,2190,9
60333,92385,3531,3
60334,126847,3531,5
60335,242238,7455,7
60336,101213,2936,2
60337,38587,7455,5
60338,184992,3793,4
60339,93231,3793,2
60340,189549,3793,3
60341,238798,5733,4
60342,31916,2862,1
60343,171045,2862,7
60344,303692,5107,3
60345,158261,5609,2
60346,162867,13917,5
60347,95689,5609,5
60348,159213,2239,7
60349,202005,2862,10
60350,230316,2862,3
60351,107759,2862,7
60352,225911,4866,1
60353,251460,3910,7
60354,224015,4866,2
60355,165909,4866,6
60356,183291,4866,6
60357,216902,4866,3
60358,61959,4866,7
60359,215773,4866,3
60360,158043,6903,1
60361,245518,4866,2
60362,212938,4866,10
60363,312159,4866,10
60364,279920,4866,8
60365,230922,4866,10
60366,301214,4866,9
60367,198090,4866,9
60368,175549,4866,6
60369,302767,4866,3
60370,65025,4866,7
60371,152693,4866,10
60372,195041,4866,2
60373,77021,4866,6
60374,125105,4866,1
60375,30632,4866,8
60376,125317,4866,2
60377,8820,4866,8
60378,1610,2862,2
60379,156897,6025,6
60380,310303,2990,1
60381,198676,3540,2
60382,159817,2240,4
60383,157553,4178,4
60384,304043,18481,9
60385,48803,3540,2
60386,240787,9352,5
60387,261799,9352,1
60388,263837,5561,9
60389,156141,5402,2
60390,249346,5548,5
60391,257925,5611,5
60392,317422,4556,4
60393,173261,1639,1
60394,181818,1639,1
60395,120143,1639,3
60396,35960,1639,1
60397,322787,5391,5
60398,272582,5391,9
60399,233615,5391,7
60400,50253,3562,2
60401,254887,1639,10
60402,301935,1639,2
60403,210246,6546,3
60404,272770,6546,3
60405,35309,6546,5
60406,226378,9851,10
60407,224058,9851,6
60408,230093,9851,6
60409,222661,1639,10
60410,128845,3890,6
60411,202874,1639,1
60412,229873,1639,2
60413,228312,1639,1
60414,235422,1639,10
60415,238877,1639,10
60416,300759,1639,10
60417,307725,1639,6
60418,219007,1639,1
60419,184549,1639,9
60420,143681,1639,6
60421,229192,1639,3
60422,225685,1639,9
60423,316054,1639,2
60424,316402,1639,2
60425,239886,1639,3
60426,323187,1639,10
60427,242295,1639,7
60428,270705,1639,1
60429,218046,1639,10
60430,217699,1639,10
60431,206687,1639,3
60432,208145,1639,10
60433,238758,1639,3
60434,286814,1639,10
60435,242282,1639,2
60436,242750,1639,6
60437,235048,1639,10
60438,201843,1639,4
60439,219793,1639,5
60440,220006,1639,4
60441,205652,1639,8
60442,246637,1639,10
60443,249557,1639,9
60444,252659,1639,10
60445,314234,1639,10
60446,204389,1639,10
60447,210074,1639,9
60448,301213,1639,8
60449,307981,1639,6
60450,258342,1639,7
60451,295386,1639,6
60452,294978,1639,10
60453,281506,1639,1
60454,214924,1639,10
60455,217719,1639,10
60456,319562,1639,10
60457,323623,1639,10
60458,241566,1639,6
60459,317005,1639,10
60460,254372,1639,2
60461,322667,1639,6
60462,254485,1639,1
60463,257181,1639,3
60464,263511,1639,2
60465,271651,1639,2
60466,276059,1639,2
60467,277781,1639,1
60468,278070,1639,10
60469,235300,1639,5
60470,46741,1639,5
60471,203226,1639,5
60472,219504,1639,10
60473,247832,1639,1
60474,298989,1639,1
60475,300463,1639,1
60476,301681,1639,1
60477,250809,1639,1
60478,252606,1639,1
60479,253908,1639,1
60480,310124,1639,1
60481,220663,1639,1
60482,221092,1639,1
60483,207909,1639,2
60484,236277,1639,2
60485,209901,1639,1
60486,233986,1639,10
60487,56977,1639,1
60488,219266,1639,1
60489,238515,1639,7
60490,239977,1639,1
60491,241282,1639,2
60492,292222,1639,4
60493,292527,1639,10
60494,105569,1639,5
60495,147629,1639,5
60496,220178,1639,1
60497,170153,1639,4
60498,118483,1639,3
60499,68031,1639,1
60500,164347,1639,8
60501,287455,1639,10
60502,198991,1639,2
60503,110025,1639,4
60504,191049,1639,4
60505,174433,1639,10
60506,290656,1639,4
60507,175539,1639,7
60508,308175,1639,10
60509,219367,1639,5
60510,113781,1639,9
60511,196893,1639,1
60512,315311,1639,1
60513,189648,1639,4
60514,191394,1639,10
60515,273315,1639,7
60516,192845,1639,10
60517,146813,1639,8
60518,189280,1639,10
60519,162195,1639,2
60520,65021,1639,7
60521,170169,1639,1
60522,169509,1639,9
60523,178666,1639,6
60524,284766,3562,1
60525,242408,5391,1
60526,298937,5391,7
60527,273373,5391,1
60528,277432,5391,1
60529,65023,5391,7
60530,182889,5391,9
60531,214102,5391,1
60532,144335,5391,9
60533,61827,5391,7
60534,182928,5391,7
60535,170265,5391,2
60536,175541,5391,8
60537,35902,5391,6
60538,186001,5391,1
60539,148983,5391,2
60540,37484,5391,1
60541,49301,5391,10
60542,198598,1639,1
60543,317906,1639,9
60544,189995,1639,2
60545,241050,1639,1
60546,109601,1639,1
60547,94587,1639,7
60548,189900,1639,1
60549,134679,1639,1
60550,122847,1639,4
60551,173007,1639,1
60552,11686,1639,2
60553,59477,1639,10
60554,94891,1639,3
60555,31029,1639,6
60556,175757,1639,10
60557,175477,1639,1
60558,308413,3883,1
60559,239460,5572,4
60560,306328,3883,3
60561,228581,3564,6
60562,224011,4693,6
60563,249657,3635,6
60564,223625,26031,10
60565,111691,7162,5
60566,246048,7162,9
60567,121089,5383,1
60568,60951,4017,10
60569,66699,5576,6
60570,96001,3309,5
60571,201327,13019,1
60572,198567,13019,8
60573,319607,13019,6
60574,124617,13019,8
60575,67711,13019,9
60576,116245,13019,2
60577,167307,13019,2
60578,297239,3581,4
60579,169133,3581,1
60580,156811,3581,2
60581,53425,2349,6
60582,53429,2349,6
60583,209562,2349,6
60584,197189,2349,9
60585,226623,2349,3
60586,236340,2349,1
60587,149345,2349,1
60588,39775,2349,10
60589,222491,2349,1
60590,147509,2349,1
60591,201790,2349,6
60592,232898,4692,6
60593,31503,3981,5
60594,201206,2349,2
60595,231120,2349,7
60596,311711,2349,9
60597,7425,2349,4
60598,36654,2349,10
60599,11866,2349,2
60600,374,2349,8
60601,7024,2349,7
60602,50861,3581,5
60603,8123,3581,4
60604,286470,5285,7
60605,29948,2977,10
60606,239894,5101,3
60607,242503,3567,6
60608,241143,2350,4
60609,36897,2350,7
60610,239601,4645,5
60611,13404,2979,7
60612,127577,5568,6
60613,267711,4034,1
60614,114233,4731,2
60615,240936,2379,4
60616,39413,3082,7
60617,288058,3082,6
60618,322399,4161,6
60619,61751,3527,7
60620,240928,31283,6
60621,246834,31283,6
60622,212827,31283,3
60623,324962,1784,8
60624,100311,1784,6
60625,224847,31283,8
60626,218769,31283,5
60627,214558,31283,2
60628,241278,2479,7
60629,260722,2351,2
60630,270303,2351,1
60631,78613,2344,1
60632,236343,2351,2
60633,185124,4849,4
60634,222632,2351,9
60635,113441,2348,5
60636,201832,2348,2
60637,5335,2348,7
60638,247955,2351,1
60639,85887,2351,6
60640,198384,2351,3
60641,26671,2351,4
60642,195094,2351,10
60643,325477,2351,1
60644,17227,2351,2
60645,190638,2479,7
60646,275840,2479,4
60647,315648,4357,5
60648,7304,4357,6
60649,167667,1511,1
60650,121341,2874,4
60651,241112,3040,8
60652,192517,30770,4
60653,61253,4498,7
60654,251146,3040,7
60655,113357,3040,7
60656,19092,3040,5
60657,129423,3040,2
60658,33897,1511,3
60659,123751,3140,7
60660,7322,3953,5
60661,281553,4834,6
60662,323410,4813,1
60663,178007,4813,7
60664,245763,2541,5
60665,219162,2541,5
60666,61447,2326,7
60667,148813,2443,8
60668,142301,9211,3
60669,34368,9375,4
60670,240563,3587,8
60671,67527,11997,6
60672,78573,11997,7
60673,311090,5674,4
60674,218436,13325,6
60675,309466,13325,5
60676,134047,13325,4
60677,43801,2374,2
60678,31316,2374,1
60679,100653,2218,3
60680,25563,2218,3
60681,157099,3380,6
60682,38670,4820,8
60683,197106,2946,7
60684,227570,33515,3
60685,311946,33515,5
60686,93831,3976,5
60687,199198,3976,9
60688,63939,2946,7
60689,314372,3976,6
60690,156331,4603,10
60691,325127,30817,6
60692,36449,4603,4
60693,203844,30817,10
60694,144181,2373,5
60695,55785,1788,8
60696,42693,4775,7
60697,265045,2340,5
60698,236804,1386,4
60699,179817,3558,2
60700,237259,3558,9
60701,269717,3645,7
60702,62081,3526,8
60703,143235,4840,9
60704,156579,4487,3
60705,257274,10764,5
60706,61385,7110,5
60707,217075,7110,6
60708,285518,2838,9
60709,140875,7110,3
60710,99889,4492,7
60711,20922,4492,2
60712,103795,7110,3
60713,284517,7110,3
60714,38834,7110,9
60715,47687,5049,7
60716,43007,3580,5
60717,255691,5049,2
60718,77609,5049,8
60719,100643,7110,2
60720,137449,7110,8
60721,31066,7110,6
60722,131517,10764,6
60723,44749,10764,5
60724,42433,10764,5
60725,223740,3551,7
60726,73293,3921,8
60727,61459,5890,7
60728,215906,1782,10
60729,235810,33125,9
60730,235603,33125,7
60731,243222,33125,9
60732,247526,33125,5
60733,305280,33125,1
60734,270492,33125,4
60735,319978,33125,8
60736,240480,33125,10
60737,94641,2070,10
60738,72317,3644,7
60739,257303,33125,10
60740,233289,33125,1
60741,230611,33125,8
60742,99475,3586,3
60743,240489,33125,6
60744,233960,3649,6
60745,72315,3649,7
60746,238495,7265,2
60747,275499,7265,2
60748,240315,7265,6
60749,199899,7265,3
60750,127557,7265,6
60751,128249,7265,3
60752,55017,7265,6
60753,97339,3649,8
60754,228536,33125,10
60755,296066,2755,4
60756,305526,2755,3
60757,286889,2755,6
60758,204920,1595,8
60759,90239,1595,6
60760,232093,3583,6
60761,52339,3583,5
60762,229496,4825,9
60763,261021,36254,3
60764,17894,2959,7
60765,227968,5612,7
60766,308700,977,10
60767,124943,977,9
60768,322658,2821,3
60769,237631,2821,3
60770,301669,977,2
60771,236362,3826,4
60772,86183,2169,4
60773,227360,3942,7
60774,234216,2169,5
60775,317734,2944,3
60776,60981,2944,6
60777,323400,2169,7
60778,94169,2169,2
60779,69053,3066,7
60780,202813,2169,2
60781,281895,2169,6
60782,250933,724,3
60783,233968,724,1
60784,27775,724,8
60785,58071,724,10
60786,247677,4644,10
60787,75331,724,6
60788,286737,724,3
60789,13992,724,8
60790,193547,724,8
60791,27387,724,1
60792,7056,724,7
60793,34207,724,4
60794,125053,2169,6
60795,197686,2169,2
60796,193954,2169,1
60797,70567,2169,2
60798,62565,2169,3
60799,140865,2169,1
60800,241270,3826,4
60801,101537,3826,3
60802,10774,3826,5
60803,85885,977,10
60804,29665,977,6
60805,266210,4841,8
60806,271786,4149,7
60807,19009,4149,5
60808,152171,5605,5
60809,234709,3160,6
60810,239618,9887,8
60811,72777,3094,7
60812,321241,9600,5
60813,106579,3980,3
60814,203857,5154,7
60815,105279,9600,2
60816,39092,3639,3
60817,144971,5108,8
60818,62843,2991,8
60819,93073,1499,4
60820,271436,4495,5
60821,23031,2315,4
60822,21070,4699,3
60823,23315,2338,5
60824,289244,3536,7
60825,8124,2551,2
60826,242103,3563,6
60827,249141,2864,5
60828,189548,4496,5
60829,247690,2864,10
60830,284313,3536,10
60831,241201,3536,9
60832,290194,3536,10
60833,303885,3536,5
60834,299166,2480,1
60835,260633,4157,8
60836,63105,4157,7
60837,215526,4369,3
60838,62839,4601,8
60839,203853,3541,6
60840,243533,3541,3
60841,2290,3541,7
60842,256341,35780,7
60843,246092,3402,10
60844,254234,35726,5
60845,175247,2988,10
60846,22849,2988,8
60847,249357,5773,4
60848,307036,11031,9
60849,215865,5663,1
60850,60691,11031,6
60851,71343,11031,7
60852,271214,3402,4
60853,317736,3402,4
60854,230336,11879,10
60855,312615,11879,7
60856,248199,6622,1
60857,263507,9968,9
60858,36896,9968,5
60859,143723,11879,9
60860,64415,11879,4
60861,95065,11879,9
60862,86963,11879,10
60863,320494,25345,10
60864,311897,25345,9
60865,279670,25345,8
60866,262235,25345,8
60867,306056,25345,6
60868,231817,25345,7
60869,209937,25345,7
60870,253267,25345,10
60871,322665,40131,4
60872,250601,5569,1
60873,300563,4310,1
60874,265514,11141,5
60875,93837,4310,1
60876,234777,5589,1
60877,133693,5589,1
60878,80784,5547,3
60879,96299,5589,1
60880,8027,4310,1
60882,324302,5569,2
60883,278658,5569,2
60884,244974,5569,1
60887,304074,5569,1
60889,299139,5569,1
60890,207624,5569,10
60891,104129,5569,1
60892,121385,5569,10
60905,248354,1564,6
60907,298774,1564,7
60909,204334,1564,8
60911,301613,1564,7
60912,309948,1564,8
60913,323485,898,6
60915,129003,898,7
60916,322976,1179,8
60918,110633,2907,8
60919,262422,32745,3
60920,62417,1179,8
60921,248619,5178,6
60922,224935,568,6
60923,307544,38157,4
60924,264707,34572,7
60925,309267,38157,5
60926,270589,34572,8
60927,282744,30193,4
60928,273650,34572,8
60929,87127,2981,6
60930,314061,39979,10
60931,270287,34723,6
60935,245310,5178,3
60943,226059,546,3
60944,8142,546,3
60946,4513,546,2
60948,358,546,3
60949,310766,2981,2
60952,214546,2981,4
60954,204514,5178,6
60955,212402,5178,2
60956,236762,33728,7
60957,242790,10389,10
60958,235745,33728,7
60959,28401,2985,8
60960,216325,2985,7
60961,283416,31417,5
60962,46033,2985,10
60964,5324,2985,9
60965,139387,2985,6
60966,171983,2985,8
60967,185088,2985,7
60968,220335,2985,1
60969,308784,13561,6
60970,3409,2985,8
60971,191354,2815,6
60972,109025,2950,7
60973,14835,2985,9
60974,250602,2950,6
60975,51587,2985,10
60976,256796,2950,8
60977,253599,3033,4
60979,90997,2985,6
60980,11200,3033,6
60981,22524,2985,4
60982,144985,5032,7
60983,72909,3446,8
60984,221365,8475,6
60985,295745,2810,10
60986,159329,3043,4
60987,295398,2985,7
60988,78093,2985,7
60989,6738,2985,10
60990,294845,1940,6
60991,4101,2985,9
60992,4132,2985,9
60993,204194,2985,6
60994,2563,2985,9
60995,4099,2985,8
60996,297110,1940,5
60997,29539,1940,5
60998,11290,2985,10
60999,193542,2985,10
61000,18838,1940,6
61001,14715,1940,10
61002,205283,10389,9
61003,216329,10389,7
61004,212138,10389,8
61006,266052,10389,7
61007,203670,10389,9
61008,296853,10389,6
61009,24664,284,7
61010,208629,1106,7
61011,85727,10389,9
61012,10097,1106,4
61013,96423,1106,7
61014,83769,284,7
61015,16765,284,6
61017,280147,284,9
61018,201877,10389,7
61019,182106,10389,9
61020,43711,10389,10
61025,98051,13163,8
61027,274425,12623,8
61029,62461,12623,10
61031,293395,10842,3
61032,242762,29513,7
61034,299453,29513,6
61039,134083,2355,3
61041,212048,5133,7
61042,325619,1726,9
61043,296870,5133,3
61044,9920,659,9
61046,268146,1726,6
61047,42655,1829,10
61048,290725,2981,7
61050,296520,33902,10
61051,234867,33902,6
61052,252253,33902,6
61053,324385,1829,4
61055,273352,33902,8
61056,294067,33902,5
61057,15242,1829,9
61058,83138,1829,10
61059,137499,21067,9
61060,268154,32343,7
61062,138101,21067,6
61064,162383,21067,8
61066,184597,3600,5
61067,51187,1726,8
61073,199275,5027,6
61074,322915,1726,7
61076,25481,8337,6
61077,263566,1726,7
61080,94745,3759,5
61081,21492,1726,2
61082,187834,1726,5
61085,47459,3759,5
61087,14077,1726,10
61088,292875,1726,5
61090,246716,3759,5
61092,79478,3759,3
61093,55975,1726,9
61094,41594,1726,9
61097,234401,31777,7
61098,16684,1726,6
61100,234219,31777,7
61101,200064,1726,5
61102,98829,3759,2
61105,10912,3759,6
61106,192856,1726,8
61107,191738,5027,3
61108,278796,1726,5
61109,105871,5027,5
61110,287223,1726,7
61111,155495,21067,3
61113,185492,21067,9
61115,136581,21067,6
61117,156085,21067,3
61118,140347,21067,10
61119,58629,1726,7
61123,136565,21067,8
61124,55757,1726,6
61126,55811,1726,7
61128,237923,33902,4
61129,238187,1726,6
61131,227261,33902,10
61132,263383,1726,10
61134,303172,2981,6
61137,29660,1726,9
61140,47425,1726,8
61143,188278,2981,5
61145,227722,2981,4
61146,91385,1726,6
61147,29137,1726,8
61150,80856,2981,9
61151,51503,1726,3
61153,240876,2981,6
61154,182067,1726,5
61157,278176,2981,8
61159,109129,2981,8
61162,197286,1726,7
61163,139507,2981,10
61164,15741,1726,9
61165,263614,2981,9
61166,111099,1726,7
61168,247210,2981,1
61169,232471,2981,5
61171,303778,2981,3
61173,60647,2981,8
61175,311968,2981,2
61176,250147,1726,3
61180,116213,2981,2
61181,250209,1726,8
61183,253470,1726,8
61185,274620,2981,10
61187,35052,1726,10
61189,66419,2981,5
61190,48013,1726,5
61192,3273,2981,10
61195,163667,1726,5
61198,84495,1726,7
61201,304530,38157,3
61203,219271,5178,1
61204,294029,1726,7
61205,247985,1726,4
61209,33099,5178,7
61210,299637,1726,5
61212,31228,5178,9
