,uid,anime_uid,score
2883,28497,4181,10
2884,287564,4181,10
2885,320661,4181,9
2886,61587,4181,10
2887,293085,4181,9
2888,277118,4181,10
2889,278132,4181,10
2890,197721,4181,10
2891,236038,2904,10
2892,113699,2904,9
2893,113693,2904,9
2894,99193,2904,8
2895,141447,2904,10
2896,61025,2904,10
2897,100809,2904,10
2898,34152,2904,8
2899,56083,2904,10
2900,123329,2904,10
2901,8292,2904,8
2902,240607,2904,10
2903,241176,2904,7
2904,291906,2904,7
2905,244594,2904,10
2906,246200,2904,9
2907,248044,2904,7
2908,308527,2904,7
2909,313733,2904,7
2910,256192,2904,10
2911,203544,5114,10
2912,29856,5114,10
2913,138419,5114,10
2914,14342,5114,7
2915,303588,5114,4
2916,279606,5114,7
2917,242999,5114,8
2918,261993,5114,10
2919,263067,5114,10
2920,264445,5114,10
2921,265987,5114,10
2922,311348,5114,9
2923,311474,5114,10
2924,285359,5114,5
2925,184108,5114,8
2926,163523,5114,10
2927,43775,5114,10
2928,23358,5114,9
2929,27418,5114,10
2930,313593,38000,8
2931,315781,38000,8
2932,316184,38000,10
2933,316204,38000,10
2934,317061,38000,7
2935,317351,38000,10
2936,321187,38000,10
2937,309702,38000,8
2938,310240,38000,10
2939,311126,38000,9
2940,318140,38000,10
2941,318543,38000,9
2942,318549,38000,9
2943,318557,38000,8
2944,318575,38000,9
2945,318579,38000,8
2946,318613,38000,8
2947,318626,38000,9
2948,318744,38000,9
2949,318751,38000,9
2950,318776,38000,9
2951,318785,38000,9
2952,318789,38000,7
2953,318796,38000,10
2954,260193,34599,9
2955,260524,34599,7
2956,260605,34599,8
2957,261019,34599,10
2958,261153,34599,10
2959,261226,34599,10
2960,293390,34599,10
2961,261602,34599,9
2962,295680,34599,8
2963,264039,34599,9
2964,297895,34599,9
2965,298950,34599,8
2966,301460,34599,7
2967,266440,34599,9
2968,266505,34599,9
2969,268094,34599,8
2970,268252,34599,6
2971,268898,34599,7
2972,206169,30276,7
2973,219668,30276,6
2974,206226,30276,8
2975,208657,30276,7
2976,206348,30276,9
2977,206764,30276,9
2978,207990,30276,7
2979,208111,30276,10
2980,206646,30276,10
2981,206189,30276,9
2982,208391,30276,10
2983,206772,30276,8
2984,206794,30276,9
2985,206376,30276,10
2986,206993,30276,10
2987,206389,30276,7
2988,225165,30276,9
2989,207217,30276,9
2990,207569,30276,10
2991,206362,30276,10
2992,84213,12893,9
2993,100163,4898,7
2994,278655,14349,6
2995,173087,4898,4
2996,279591,35073,5
2997,226283,4898,9
2998,34446,4898,9
2999,21931,4898,9
3000,253428,4898,8
3001,25649,4898,7
3002,194260,4898,9
3003,188347,4898,10
3004,139503,4898,7
3005,29711,4898,9
3006,13836,4898,9
3007,238192,4898,9
3008,238538,4898,8
3009,246054,4898,9
3010,219700,4898,7
3011,218703,4898,9
3012,210308,4898,10
3013,215509,4898,9
3014,218405,4898,8
3015,31008,4898,9
3016,142225,4898,10
3017,45127,4898,10
3018,45961,4898,10
3019,130375,4898,10
3020,48959,4898,10
3021,95773,4898,9
3022,248167,4898,6
3023,29597,4898,10
3024,29659,4898,10
3025,93451,4898,9
3026,85825,4898,8
3027,84061,4898,8
3028,35632,4898,9
3029,85171,4898,9
3030,21422,4898,9
3031,50425,4898,8
3032,39331,4898,9
3033,127451,4898,9
3034,131153,4898,10
3035,31050,4898,10
3036,75009,4898,10
3037,40455,4898,10
3038,80448,4898,10
3039,69045,4898,10
3040,43911,4898,9
3041,54813,4898,10
3042,228857,4898,6
3043,68143,4898,10
3044,84933,4898,10
3045,82544,4898,10
3046,136877,4898,7
3047,123779,4898,9
3048,113701,4898,9
3049,111183,4898,10
3050,85907,4898,10
3051,84037,4898,8
3052,83146,4898,8
3053,93225,4898,10
3054,93823,4898,9
3055,101573,4898,10
3056,223831,4898,9
3057,94279,4898,10
3058,63987,4898,8
3059,19986,4898,10
3060,13818,4898,10
3061,21118,4898,10
3062,32291,4898,9
3063,254092,4898,8
3064,261302,4898,9
3065,269168,4898,4
3066,158069,4898,9
3067,24008,4898,7
3068,78720,4898,9
3069,77953,4898,9
3070,214283,4898,9
3071,84833,4898,10
3072,103633,4898,7
3073,223562,4898,10
3074,156173,4898,10
3075,86125,4898,8
3076,21635,4898,10
3077,201320,4898,8
3078,41841,4898,10
3079,233521,4898,7
3080,153025,4898,9
3081,236734,4898,7
3082,217446,4898,8
3083,45501,4898,7
3084,138759,4898,9
3085,197262,4898,7
3086,281100,4898,6
3087,282573,4898,7
3088,285721,4898,8
3089,243487,4898,2
3090,246247,4898,10
3091,246256,4898,10
3092,246909,4898,10
3093,309654,4898,7
3094,300193,4898,7
3095,254446,4898,8
3096,14115,4898,10
3097,219418,4898,10
3098,146203,4898,8
3099,136961,4898,4
3100,220607,4898,8
3101,170403,4898,10
3102,58065,4898,10
3103,53893,4898,9
3104,28659,4898,7
3105,49563,4898,10
3106,188349,4898,9
3107,233763,4898,10
3108,192075,4898,10
3109,195916,4898,10
3110,208255,4898,8
3111,226480,4898,6
3112,26206,4898,10
3113,226648,4898,10
3114,256935,4898,10
3115,316866,4898,5
3116,239663,4898,9
3117,321123,4898,9
3118,321258,4898,8
3119,321369,4898,10
3120,321539,4898,9
3121,322865,4898,5
3122,240721,4898,10
3123,262523,4898,4
3124,245558,4898,8
3125,112963,4898,1
3126,53463,4898,9
3127,49721,4898,10
3128,188504,4898,6
3129,38950,4898,8
3130,196747,4898,8
3131,200829,4898,10
3132,19810,4898,7
3133,209701,4898,5
3134,21302,4898,10
3135,279519,4898,5
3136,241774,4898,9
3137,191328,4898,5
3138,228598,4898,1
3139,194115,4898,9
3140,119697,4898,10
3141,22086,4898,10
3142,170455,4898,7
3143,19621,4898,7
3144,25253,4898,10
3145,68939,4898,8
3146,34453,4898,10
3147,28646,4898,8
3148,65249,4898,6
3149,152097,4898,9
3150,321801,8142,5
3151,79798,8142,7
3152,75315,8142,7
3153,231636,8142,10
3154,248369,8142,7
3155,250382,8142,10
3156,270094,8142,8
3157,273567,8142,8
3158,205589,8142,7
3159,203976,8142,7
3160,202689,8142,5
3161,80654,8142,10
3162,287584,8142,7
3163,254502,8142,9
3164,311948,8142,7
3165,276748,35073,6
3166,273197,35073,6
3167,278792,35073,6
3168,273842,35073,5
3169,278488,35073,6
3170,298207,35073,6
3171,272270,35073,5
3172,276706,35073,4
3173,276766,35073,4
3174,276852,35073,7
3175,277013,35073,5
3176,277082,35073,6
3177,277214,35073,5
3178,277258,35073,2
3179,277326,35073,4
3180,241209,4898,7
3181,271996,4898,9
3182,312006,4898,6
3183,155549,4898,10
3184,20957,4898,10
3185,205351,4898,10
3186,173537,4898,7
3187,86713,4898,8
3188,149361,4898,7
3189,41489,4898,8
3190,32518,4898,5
3191,32245,4898,10
3192,189411,4898,8
3193,208135,4898,3
3194,165037,4898,9
3195,155915,4898,7
3196,184799,4898,7
3197,140795,4898,7
3198,20301,4898,10
3199,241416,21185,9
3200,249816,21185,9
3201,262836,21185,9
3202,211367,21185,8
3203,299900,21185,8
3204,249356,21185,8
3205,313890,21185,8
3206,205243,21185,8
3207,224459,21185,8
3208,318117,21185,10
3209,241970,21185,8
3210,204856,21185,8
3211,216476,21185,4
3212,320182,14349,7
3213,162721,14349,9
3214,245231,14349,6
3215,275559,14349,6
3216,104367,14349,9
3217,283030,14349,10
3218,251486,14349,7
3219,251756,14349,8
3220,176047,8142,3
3221,201910,8142,9
3222,206773,8142,9
3223,194310,8142,8
3224,144075,8142,9
3225,98871,8142,9
3226,240290,8142,8
3227,266974,8142,10
3228,104631,8142,10
3229,84581,8142,7
3230,197176,8142,10
3231,217735,8142,10
3232,213475,8142,5
3233,181129,8142,8
3234,178201,8142,6
3235,47275,8142,9
3236,208392,8142,8
3237,201501,8142,8
3238,194356,8142,8
3239,309889,8142,8
3240,277945,35073,7
3241,279112,35073,7
3242,282544,35073,7
3243,290859,35073,10
3244,316407,35073,4
3245,319738,35073,1
3246,273958,35073,5
3247,277060,35073,6
3248,278290,35073,6
3249,279373,35073,9
3250,281443,35073,7
3251,293574,35073,8
3252,311124,35073,5
3253,276914,35073,7
3254,278302,35073,9
3255,314656,35073,8
3256,280154,35073,9
3257,280176,35073,10
3258,286117,35073,7
3259,273191,35073,6
3260,17458,249,8
3261,72637,249,7
3262,54947,249,9
3263,124625,249,7
3264,33112,249,6
3265,24394,249,8
3266,220576,249,7
3267,204923,249,10
3268,223218,249,8
3269,195545,249,8
3270,103325,249,10
3271,17086,249,6
3272,59669,249,8
3273,217796,249,8
3274,230882,249,10
3275,141035,249,9
3276,33259,249,10
3277,77445,249,10
3278,315988,249,7
3279,317221,249,5
3280,262142,249,10
3281,269352,249,9
3282,62267,249,8
3283,81326,249,7
3284,94977,249,10
3285,99217,249,9
3286,18013,249,9
3287,87171,249,9
3288,170605,249,6
3289,210681,249,8
3290,213136,249,10
3291,215650,249,10
3292,216669,249,8
3293,80216,249,10
3294,97997,249,10
3295,77455,249,9
3296,71375,249,10
3297,47281,249,8
3298,84107,249,7
3299,202865,249,10
3300,93349,249,10
3301,35717,249,8
3302,85635,249,9
3303,111679,249,10
3304,18799,249,7
3305,237360,249,3
3306,242342,249,8
3307,270281,249,10
3308,152675,249,7
3309,49141,249,3
3310,104441,249,9
3311,64019,249,9
3312,207037,249,7
3313,222982,249,6
3314,233347,249,8
3315,234112,249,8
3316,214469,249,10
3317,33365,249,5
3318,35918,249,10
3319,238488,249,10
3320,246904,249,9
3321,302832,249,8
3322,233423,249,9
3323,127139,249,7
3324,111095,249,10
3325,207617,249,7
3326,205935,249,8
3327,187884,249,8
3328,48675,249,8
3329,150569,249,7
3330,161713,249,9
3331,37610,249,8
3332,57845,249,10
3333,28316,249,10
3334,29388,249,8
3335,30884,249,9
3336,35080,249,10
3337,280513,249,10
3338,240811,249,6
3339,258575,249,8
3340,204079,249,7
3341,6965,249,9
3342,227687,249,10
3343,216746,249,10
3344,36174,249,7
3345,77341,249,9
3346,204320,249,10
3347,81284,249,8
3348,189614,249,8
3349,299321,249,10
3350,310278,249,8
3351,310787,249,10
3352,71687,249,8
3353,120963,249,6
3354,16830,249,8
3355,10002,249,1
3356,255675,249,7
3357,189366,249,8
3358,185292,249,7
3359,21314,249,9
3360,286443,249,10
3361,322274,249,6
3362,88417,249,9
3363,146269,249,5
3364,86383,4898,5
3365,34442,4898,2
3366,190177,4898,10
3367,15190,4898,10
3368,25398,4898,10
3369,204164,4898,7
3370,167835,4898,3
3371,179685,4898,8
3372,184410,4898,7
3373,36563,4898,6
3374,37891,4898,7
3375,97227,4898,8
3376,23239,4898,10
3377,152571,4898,6
3378,21652,4898,9
3379,190325,4898,6
3380,8457,4898,7
3381,14102,4898,8
3382,34133,4898,6
3383,176089,21185,9
3384,209483,21185,8
3385,203642,21185,10
3386,190424,21185,7
3387,197813,21185,10
3388,227862,21185,8
3389,179909,21185,9
3390,226877,21185,7
3391,189976,21185,10
3392,225441,21185,3
3393,197200,21185,9
3394,241318,21185,7
3395,193760,21185,10
3396,161387,21185,9
3397,314337,21185,9
3398,190247,21185,8
3399,161385,21185,8
3400,147207,21185,8
3401,234180,532,7
3402,146063,532,9
3403,159299,21185,9
3404,175601,21185,10
3405,295618,532,7
3406,309440,532,8
3407,226963,532,9
3408,10510,532,9
3409,13237,532,8
3410,96079,14349,10
3411,130379,532,6
3412,96517,14349,9
3413,256374,14349,9
3414,314560,14349,6
3415,320774,14349,10
3416,215233,14349,6
3417,232481,14349,8
3418,223938,14349,9
3419,174615,14349,6
3420,231918,14349,10
3421,199006,14349,7
3422,94643,14349,9
3423,91995,14349,9
3424,251592,14349,8
3425,238970,14349,7
3426,241962,14349,8
3427,258034,14349,6
3428,92497,14349,10
3429,186159,14349,8
3430,200341,14349,9
3431,38413,8142,10
3432,175821,8142,7
3433,79288,8142,8
3434,38305,8142,9
3435,324699,8142,8
3436,191522,8142,10
3437,295405,8142,9
3438,276427,8142,2
3439,51219,8142,10
3440,267069,8142,3
3441,71515,8142,6
3442,180746,8142,4
3443,87433,8142,8
3444,37051,8142,9
3445,112209,8142,10
3446,37274,8142,9
3447,186745,8142,9
3448,94761,8142,10
3449,188029,8142,4
3450,38270,8142,9
3451,149391,19111,8
3452,250741,19111,10
3453,246275,19111,8
3454,262111,19111,9
3455,277496,19111,10
3456,233141,19111,10
3457,180427,19111,7
3458,294542,19111,9
3459,302537,19111,9
3460,207886,19111,10
3461,180754,19111,8
3462,200049,19111,7
3463,175177,19111,8
3464,200963,19111,10
3465,202999,19111,9
3466,213456,19111,9
3467,208429,19111,9
3468,185700,19111,9
3469,180744,19111,7
3470,200818,19111,9
3471,224581,569,6
3472,267538,569,7
3473,153335,597,6
3474,109881,597,8
3475,219612,597,9
3476,77019,597,10
3477,102685,597,7
3478,79972,597,10
3479,68863,597,9
3480,270732,597,9
3481,44697,597,10
3482,23537,597,8
3483,36739,597,10
3484,239185,597,9
3485,120411,597,9
3486,294839,597,7
3487,307396,597,7
3488,15678,597,10
3489,273782,35073,6
3490,276928,35073,7
3491,276945,35073,7
3492,276995,35073,3
3493,279658,35073,9
3494,277288,35073,7
3495,277438,35073,8
3496,284489,35073,3
3497,288193,35073,7
3498,276685,35073,3
3499,272264,35073,4
3500,270865,35073,3
3501,277931,35073,2
3502,276696,35073,5
3503,276710,35073,8
3504,274072,35073,8
3505,276759,35073,8
3506,276761,35073,8
3507,276798,35073,10
3508,276822,35073,9
3509,189828,249,5
3510,6194,249,8
3511,300296,249,10
3512,11631,249,5
3513,2762,249,5
3514,56645,249,3
3515,372,249,10
3516,3375,249,9
3517,164607,249,7
3518,22752,249,10
3519,179219,249,4
3520,18016,249,4
3521,167173,249,5
3522,204680,249,10
3523,15483,249,3
3524,539,249,9
3525,649,249,7
3526,2013,249,3
3527,6639,249,8
3528,52849,249,7
3529,33163,4898,2
3530,180267,4898,7
3531,222607,4898,4
3532,16506,4898,2
3533,9179,4898,10
3534,191160,4898,6
3535,25558,4898,9
3536,8523,4898,7
3537,140549,4898,8
3538,19974,4898,4
3539,13950,4898,10
3540,16604,4898,2
3541,89557,4898,4
3542,36337,4898,5
3543,11310,4898,9
3544,118373,4898,5
3545,164323,4898,7
3546,29530,4898,4
3547,13564,4898,10
3548,19256,4898,5
3549,270828,14349,9
3550,92403,14349,8
3551,183792,14349,8
3552,129725,14349,8
3553,320308,14349,10
3554,220327,14349,9
3555,96285,14349,8
3556,222376,14349,7
3557,192114,14349,7
3558,192750,14349,7
3559,220567,14349,7
3560,110917,14349,8
3561,107579,14349,8
3562,92185,14349,7
3563,92013,14349,7
3564,91859,14349,8
3565,91681,14349,10
3566,143001,14349,8
3567,167235,14349,10
3568,96641,14349,9
3569,218660,19111,9
3570,163225,19111,8
3571,300984,19111,9
3572,166995,19111,8
3573,198711,19111,9
3574,206381,19111,10
3575,149407,19111,10
3576,294755,19111,9
3577,263351,19111,6
3578,185940,19111,10
3579,188426,19111,5
3580,152289,19111,9
3581,182233,19111,8
3582,149419,19111,9
3583,152465,19111,10
3584,263430,19111,7
3585,164501,19111,7
3586,149665,19111,9
3587,148119,19111,9
3588,149921,19111,9
3589,25286,569,10
3590,142691,569,9
3591,21287,569,10
3592,227059,569,9
3593,229204,569,10
3594,227042,569,10
3595,309467,569,7
3596,1444,569,10
3597,39525,569,10
3598,21180,569,9
3599,210334,569,5
3600,306044,569,9
3601,270182,569,2
3602,302845,569,10
3603,307604,569,7
3604,49623,569,10
3605,233827,569,9
3606,180149,569,8
3607,5569,569,10
3608,2852,569,10
3609,203668,597,8
3610,68073,597,8
3611,321984,597,10
3612,262214,597,9
3613,324408,597,5
3614,31515,597,10
3615,230205,597,8
3616,25057,597,7
3617,40285,597,7
3618,24783,597,8
3619,297283,597,5
3620,324402,597,7
3621,192767,597,6
3622,290540,597,6
3623,85157,597,8
3624,128893,597,7
3625,165993,597,8
3626,6344,597,7
3627,3148,597,6
3628,1882,597,8
3629,276824,35073,8
3630,277105,35073,8
3631,271413,35073,7
3632,276688,35073,8
3633,276689,35073,8
3634,276922,35073,8
3635,277020,35073,8
3636,272327,35073,10
3637,274414,35073,10
3638,276932,35073,9
3639,275334,35073,10
3640,277007,35073,10
3641,272735,35073,8
3642,270674,35073,3
3643,277268,35073,9
3644,270146,35073,10
3645,276669,35073,5
3646,276670,35073,4
3647,270129,35073,9
3648,276674,35073,3
3649,73559,890,8
3650,212940,543,7
3651,274476,34504,9
3652,30348,1729,8
3653,96131,8310,10
3654,312846,35678,6
3655,102783,15809,7
3656,304388,7304,3
3657,285650,1366,7
3658,255795,23225,7
3659,181009,22319,6
3660,161065,22319,5
3661,160863,22319,6
3662,130069,15809,7
3663,255371,15809,5
3664,146117,15809,9
3665,183725,22319,3
3666,161077,22319,3
3667,198266,22319,4
3668,133999,15809,7
3669,112395,15809,9
3670,161003,15809,6
3671,196216,15809,7
3672,160889,22319,4
3673,190122,22319,10
3674,176997,22319,8
3675,102695,15809,8
3676,117477,15809,8
3677,159197,15809,6
3678,230902,15809,8
3679,278368,22319,10
3680,104261,15809,10
3681,123261,15809,7
3682,204487,15809,6
3683,189449,15809,8
3684,188473,15809,6
3685,182623,15809,10
3686,163377,22319,7
3687,161301,22319,9
3688,165717,22319,7
3689,234354,15809,9
3690,111017,15809,7
3691,205302,22319,7
3692,204838,22319,5
3693,204781,15809,7
3694,103051,15809,8
3695,238172,15809,5
3696,319471,15809,8
3697,320531,15809,7
3698,162927,22319,7
3699,184731,22319,8
3700,307690,15809,6
3701,253553,15809,8
3702,253717,15809,9
3703,309860,15809,5
3704,255138,15809,9
3705,187582,22319,9
3706,188331,22319,9
3707,258531,15809,7
3708,263590,15809,8
3709,210362,15809,7
3710,103405,15809,9
3711,238175,22319,10
3712,297775,22319,3
3713,293711,15809,6
3714,103039,15809,9
3715,108513,15809,7
3716,108921,15809,7
3717,164145,22319,10
3718,165971,22319,10
3719,170341,22319,6
3720,160853,22319,10
3721,190699,22319,8
3722,160979,22319,9
3723,161263,22319,9
3724,198007,22319,10
3725,249711,22319,7
3726,279902,22319,8
3727,282550,22319,6
3728,249465,22319,4
3729,230853,22319,5
3730,185187,22319,8
3731,225308,22319,10
3732,230191,22319,6
3733,223500,22319,10
3734,223169,22319,4
3735,161105,22319,9
3736,161163,22319,8
3737,160835,22319,7
3738,206914,22319,7
3739,207227,22319,7
3740,175103,22319,8
3741,216155,22319,9
3742,293184,22319,7
3743,293307,22319,10
3744,293356,22319,9
3745,295139,22319,3
3746,295902,22319,6
3747,296375,22319,9
3748,248521,22319,8
3749,301591,22319,6
3750,302145,22319,8
3751,250410,22319,8
3752,254188,22319,7
3753,255112,22319,8
3754,255453,22319,5
3755,312735,22319,5
3756,213894,22319,6
3757,230542,22319,5
3758,210373,22319,10
3759,162981,22319,10
3760,231241,22319,8
3761,211964,22319,6
3762,195720,22319,6
3763,221898,22319,6
3764,207594,22319,8
3765,227049,22319,9
3766,316751,22319,8
3767,257356,22319,6
3768,259324,22319,10
3769,321569,22319,7
3770,262049,22319,5
3771,266574,22319,7
3772,244469,22319,8
3773,271189,22319,8
3774,274697,22319,7
3775,276743,22319,1
3776,225781,22319,8
3777,161707,22319,10
3778,226805,22319,10
3779,160823,22319,9
3780,162373,22319,9
3781,195376,22319,8
3782,193844,22319,10
3783,170249,22319,9
3784,169457,22319,10
3785,212983,22319,10
3786,232374,22319,8
3787,233640,22319,8
3788,283572,22319,1
3789,287597,22319,4
3790,288163,22319,8
3791,288354,22319,3
3792,291614,22319,4
3793,295122,22319,8
3794,213252,22319,10
3795,198512,22319,6
3796,205261,22319,7
3797,214178,22319,9
3798,197843,22319,10
3799,213994,22319,5
3800,202961,22319,7
3801,211287,22319,10
3802,176883,22319,10
3803,170711,22319,10
3804,163123,22319,9
3805,160855,22319,9
3806,169445,22319,10
3807,203762,22319,5
3808,170873,22319,10
3809,180187,22319,8
3810,183215,22319,6
3811,228938,22319,9
3812,177011,22319,6
3813,173557,22319,9
3814,172911,22319,8
3815,296647,22319,4
3816,296704,22319,6
3817,122839,15809,9
3818,235465,15809,7
3819,125359,15809,10
3820,105129,15809,8
3821,102731,15809,7
3822,248444,15809,8
3823,249158,15809,9
3824,249842,15809,8
3825,299177,22319,8
3826,300188,22319,6
3827,271685,22319,8
3828,309950,22319,10
3829,273915,22319,5
3830,274722,22319,7
3831,276749,22319,1
3832,256211,22319,2
3833,204686,22319,9
3834,210124,22319,7
3835,206499,22319,9
3836,208858,22319,5
3837,204942,22319,4
3838,201426,22319,7
3839,160857,22319,10
3840,186705,22319,8
3841,160907,22319,8
3842,186533,22319,9
3843,222870,15809,8
3844,223398,15809,9
3845,223497,15809,7
3846,220297,15809,9
3847,212773,15809,7
3848,115593,15809,10
3849,116259,15809,9
3850,204932,15809,8
3851,211971,15809,9
3852,281925,15809,5
3853,240969,15809,10
3854,242921,15809,5
3855,295232,15809,7
3856,247779,15809,7
3857,248577,15809,8
3858,251883,15809,8
3859,163345,22319,8
3860,189120,22319,9
3861,194245,22319,10
3862,196440,22319,7
3863,197309,22319,8
3864,177131,22319,8
3865,186145,22319,8
3866,178347,22319,6
3867,181987,22319,6
3868,177777,22319,10
3869,174965,22319,10
3870,200294,22319,7
3871,246781,22319,5
3872,318860,22319,9
3873,260300,22319,10
3874,287088,22319,10
3875,288168,22319,6
3876,170225,22319,8
3877,312662,15809,10
3878,313499,15809,6
3879,105505,15809,9
3880,116737,15809,9
3881,105795,15809,9
3882,146563,15809,8
3883,226250,15809,6
3884,140805,15809,9
3885,215082,15809,6
3886,215797,15809,7
3887,220357,15809,10
3888,221839,15809,10
3889,228065,15809,6
3890,223453,15809,8
3891,219382,15809,9
3892,162395,22319,7
3893,231897,22319,8
3894,186162,22319,8
3895,219250,22319,10
3896,160871,22319,9
3897,197096,22319,7
3898,160833,22319,6
3899,209995,22319,3
3900,196465,22319,7
3901,201240,22319,7
3902,161577,22319,9
3903,161947,22319,7
3904,203096,22319,6
3905,201706,22319,7
3906,161063,22319,9
3907,275023,22319,8
3908,172161,22319,9
3909,161991,22319,6
3910,261265,15809,8
3911,324249,15809,5
3912,241068,15809,5
3913,263157,15809,6
3914,241679,15809,9
3915,241736,15809,9
3916,264516,15809,6
3917,268686,15809,7
3918,247491,15809,8
3919,103069,15809,6
3920,136807,15809,9
3921,123909,15809,9
3922,104947,15809,8
3923,192472,15809,9
3924,192760,15809,5
3925,205912,22319,8
3926,177059,22319,8
3927,167297,22319,8
3928,160983,22319,9
3929,203280,22319,9
3930,161503,22319,8
3931,162915,22319,7
3932,163915,22319,8
3933,166505,22319,8
3934,166633,22319,9
3935,224109,22319,5
3936,182536,22319,8
3937,242649,22319,9
3938,308786,22319,7
3939,240216,22319,9
3940,265323,22319,3
3941,160893,22319,10
3942,203827,22319,8
3943,104209,15809,8
3944,195485,15809,10
3945,143893,15809,10
3946,208650,15809,9
3947,106269,15809,9
3948,119917,15809,9
3949,105449,15809,9
3950,239272,15809,7
3951,293069,15809,8
3952,261279,15809,3
3953,128257,15809,7
3954,195048,15809,9
3955,109665,15809,7
3956,109083,15809,8
3957,154203,15809,9
3958,198683,15809,9
3959,214773,15809,10
3960,197158,15809,7
3961,177357,22319,6
3962,190858,22319,7
3963,194009,22319,7
3964,193704,22319,6
3965,186271,22319,4
3966,289057,22319,7
3967,161107,22319,6
3968,231327,22319,1
3969,164745,22319,7
3970,164329,22319,8
3971,227949,22319,6
3972,176995,22319,7
3973,197995,22319,4
3974,200255,22319,5
3975,179342,22319,8
3976,196796,22319,4
3977,178493,22319,7
3978,207811,15809,4
3979,298117,15809,6
3980,298267,15809,9
3981,266143,15809,6
3982,266950,15809,8
3983,270730,15809,6
3984,270936,15809,4
3985,241920,15809,9
3986,310658,15809,8
3987,277823,15809,10
3988,219034,15809,6
3989,210431,15809,8
3990,193379,15809,9
3991,209079,15809,8
3992,281667,22319,2
3993,196546,22319,9
3994,163317,22319,6
3995,198313,22319,3
3996,190206,22319,8
3997,197054,22319,4
3998,167219,22319,7
3999,187396,22319,5
4000,289541,22319,2
4001,178778,22319,6
4002,223274,22319,2
4003,168999,22319,7
4004,166765,22319,7
4005,166895,22319,8
4006,164169,22319,8
4007,186707,22319,9
4008,181824,22319,6
4009,163117,22319,5
4010,191970,22319,9
4011,102841,15809,7
4012,203912,15809,8
4013,220699,15809,7
4014,318774,15809,9
4015,320605,15809,9
4016,282829,15809,8
4017,249733,15809,9
4018,249901,15809,9
4019,288924,15809,5
4020,188997,15809,6
4021,205514,15809,6
4022,203248,15809,8
4023,146087,15809,9
4024,192887,15809,9
4025,189779,15809,10
4026,174475,15809,9
4027,177389,22319,6
4028,181552,22319,9
4029,174817,22319,4
4030,160865,22319,7
4031,183738,22319,1
4032,175013,22319,5
4033,191038,22319,8
4034,176381,22319,5
4035,186573,22319,7
4036,196548,22319,2
4037,175715,22319,10
4038,192984,22319,5
4039,185593,22319,7
4040,185639,22319,8
4041,161807,22319,4
4042,181976,22319,9
4043,180188,22319,7
4044,281056,15809,8
4045,177793,15809,9
4046,191325,15809,9
4047,195488,15809,9
4048,166415,15809,9
4049,224465,15809,9
4050,198296,15809,10
4051,185729,15809,7
4052,287249,15809,10
4053,321205,15809,9
4054,294211,15809,10
4055,102997,15809,7
4056,166517,15809,9
4057,191222,15809,7
4058,188989,15809,10
4059,107659,15809,9
4060,194350,22319,7
4061,160939,22319,6
4062,188304,22319,7
4063,166851,22319,5
4064,184691,22319,7
4065,187882,22319,8
4066,191015,22319,8
4067,222234,22319,3
4068,190115,22319,9
4069,160783,22319,8
4070,169203,22319,4
4071,160973,22319,8
4072,161031,22319,6
4073,202611,22319,10
4074,182314,22319,4
4075,161645,22319,8
4076,160919,22319,6
4077,71393,10521,8
4078,55061,10521,7
4079,178211,949,6
4080,240734,949,6
4081,290263,949,7
4082,248522,949,6
4083,250960,949,8
4084,149745,949,2
4085,193085,17909,8
4086,144311,17909,9
4087,271029,17909,8
4088,124931,17909,9
4089,128887,17909,9
4090,188317,17909,8
4091,115815,17909,8
4092,205039,17909,9
4093,295568,17909,3
4094,250828,17909,10
4095,190746,17909,9
4096,143415,17909,9
4097,245136,17909,7
4098,148473,15809,7
4099,106253,15809,10
4100,104885,15809,8
4101,156407,15809,9
4102,169899,15809,8
4103,170951,15809,9
4104,189845,15809,9
4105,180802,15809,9
4106,172061,15809,9
4107,190993,15809,8
4108,102871,15809,7
4109,177225,15809,5
4110,193988,15809,9
4111,314997,15809,7
4112,261407,15809,6
4113,177159,15809,7
4114,190077,15809,9
4115,183916,22319,4
4116,167533,22319,5
4117,167845,22319,4
4118,160933,22319,1
4119,193401,22319,7
4120,170481,22319,7
4121,160953,22319,5
4122,191086,22319,5
4123,163939,22319,7
4124,161021,22319,5
4125,178749,22319,7
4126,153507,22319,8
4127,171057,22319,3
4128,160807,22319,6
4129,160797,22319,5
4130,179245,22319,4
4131,161859,22319,5
4132,62331,10521,9
4133,188523,10521,6
4134,79802,10521,7
4135,191074,10521,7
4136,316893,10521,8
4137,264699,10521,8
4138,276155,10521,7
4139,204124,10521,7
4140,99315,10521,4
4141,227790,10521,8
4142,75785,10521,9
4143,272621,10521,8
4144,51011,10521,10
4145,51779,10521,7
4146,189044,10521,7
4147,50015,10521,7
4148,46999,10521,7
4149,49611,10521,5
4150,91581,10521,8
4151,55219,10521,8
4152,279280,949,3
4153,228075,949,9
4154,181744,949,8
4155,201617,949,8
4156,194023,949,7
4157,34296,949,10
4158,299160,949,8
4159,303573,949,5
4160,308122,949,9
4161,273026,949,6
4162,216030,949,6
4163,99109,949,9
4164,28793,949,7
4165,319369,949,9
4166,321985,949,9
4167,263435,949,10
4168,41679,949,9
4169,186915,949,10
4170,205356,949,8
4171,178619,949,10
4172,183409,17909,9
4173,240092,17909,9
