,anime_id,genre
7911,5158,"dementia, music"
7912,33401,music
7913,31582,dementia
7914,35818,slice of life
7915,31268,dementia
7916,30395,comedy
7917,6831,supernatural
7918,25939,"action, adventure, magic, martial arts"
7919,2039,"comedy, magic"
7920,2038,"comedy, magic, shoujo, slice of life"
7921,5953,"magic, shoujo"
7922,3546,"comedy, police"
7923,3326,"dementia, drama, historical, psychological"
7924,31096,"comedy, music, school"
7925,771,"drama, fantasy, shoujo"
7926,6882,"comedy, ecchi, school, shounen"
7927,12481,"mystery, comedy, horror, demons, supernatural, vampire"
7928,1996,"comedy, fantasy, shoujo, supernatural"
7929,36685,music
7930,13281,music
7931,29731,"slice of life, comedy"
7932,34776,"action, adventure, drama, mecha, sci-fi"
7933,563,"comedy, romance, sci-fi"
7934,33314,"action, sci-fi, adventure, comedy, kids, fantasy"
7935,5715,"action, ecchi, parody, adventure, game, comedy, school"
7936,38756,music
7937,7809,dementia
7938,12919,psychological
7939,30398,comedy
7940,32999,"slice of life, comedy"
7941,36113,music
7942,4393,"music, historical"
7943,30424,music
7944,9491,"action, comedy, school"
7945,33245,"slice of life, comedy"
7946,1451,"action, supernatural, historical, thriller"
7947,30863,dementia
7948,34497,"adventure, fantasy, harem"
7949,12499,"comedy, seinen"
7950,32778,music
7951,9509,"psychological, supernatural, music, horror, mystery, shoujo"
7952,34422,dementia
7953,30404,dementia
7954,29941,music
7955,4966,comedy
7956,17159,"comedy, slice of life"
7957,37285,"historical, parody"
7958,36483,"music, shoujo"
7959,2576,"drama, historical, slice of life"
7960,34153,space
7961,5104,adventure
7962,1533,"adventure, magic, comedy, romance, shoujo"
7963,9624,"ecchi, parody, romance, seinen"
7964,1009,"action, comedy, martial arts, shounen"
7965,6346,"comedy, romance, shoujo"
7966,31507,fantasy
7967,31139,"slice of life, comedy"
7968,32813,music
7969,35395,kids
7970,30211,dementia
7971,9744,"ecchi, sports"
7972,28955,"police, drama, mystery"
7973,31759,dementia
7974,34393,"harem, slice of life"
7975,32851,music
7976,29766,dementia
7977,29635,"comedy, romance"
7978,5306,"action, adventure, magic, martial arts, fantasy"
7979,38915,horror
7980,19125,"adventure, kids"
7981,33871,"sci-fi, cars, comedy, historical"
7982,30431,music
7983,11867,"drama, music"
7984,25291,historical
7985,2974,"space, mecha, drama, sci-fi"
7986,5602,fantasy
7987,5870,action
7988,31583,dementia
7989,30010,mecha
7990,31269,dementia
7991,37147,"music, dementia, ecchi"
7992,29768,dementia
7993,31831,
7994,36745,slice of life
7995,38766,cars
7996,33866,"music, space"
7997,32296,"action, music"
7998,32776,music
7999,32784,music
8000,4250,"sci-fi, space"
8001,5299,slice of life
8002,30078,kids
8003,4266,"sci-fi, drama, vampire"
8004,35492,"fantasy, historical"
8005,29647,dementia
8006,23023,music
8007,30094,"action, comedy"
8008,31512,slice of life
8009,32092,"sci-fi, music"
8010,37249,"comedy, parody, super power"
8011,18795,"space, mecha, sci-fi"
8012,35707,music
8013,12341,"adventure, fantasy, comedy"
8014,2057,"action, comedy, mystery, police"
8015,33693,"mystery, comedy"
8016,21711,"music, kids"
8017,31644,comedy
8018,31014,"action, horror"
8019,7512,"music, fantasy"
8020,29904,psychological
8021,8671,"kids, music, slice of life"
8022,8733,"music, kids, fantasy"
8023,8957,comedy
8024,1621,"action, comedy, school"
8025,30079,fantasy
8026,29395,slice of life
8027,28829,"comedy, fantasy, kids"
8028,7721,"adventure, comedy"
8029,35786,music
8030,30210,dementia
8031,31450,"dementia, music"
8032,5871,"action, adventure"
8033,32831,"action, sports"
8034,35648,parody
8035,30152,"slice of life, comedy"
8036,39038,"music, parody, super power"
8037,33860,historical
8038,2467,adventure
8039,13541,"demons, fantasy"
8040,18841,"cars, romance, sci-fi"
8041,29087,"comedy, fantasy, school, shounen, supernatural"
8042,8464,"comedy, ecchi, school"
8043,7032,comedy
8044,35975,slice of life
8045,29181,"music, kids"
8046,10074,"action, adventure, comedy, shounen"
8047,22345,comedy
8048,2492,"drama, romance, sports"
8049,35204,"action, adventure, drama, martial arts, romance"
8050,38045,historical
8051,20021,"action, adventure, fantasy, game, romance"
8052,9777,slice of life
8053,39456,"adventure, comedy, seinen"
8054,33114,dementia
8055,37408,"historical, shounen ai"
8056,39480,"demons, ecchi, harem, parody"
8057,1103,"ecchi, comedy, mecha, romance, sci-fi"
8058,31760,
8059,1247,"sci-fi, adventure, comedy, shounen"
8060,25285,"action, supernatural, ecchi, fantasy, school"
8061,10742,drama
8062,3265,"magic, romance, comedy"
8063,29888,"kids, music"
8064,30160,"music, kids"
8065,23053,psychological
8066,33185,"action, comedy, historical, samurai, shounen"
8067,3695,fantasy
8068,37571,"action, military"
8069,9922,"comedy, drama, ecchi, harem, romance"
8070,31264,dementia
8071,1597,comedy
8072,28819,"comedy, ecchi, romance, school, shounen"
8073,14125,"kids, music"
8074,24811,comedy
8075,35747,kids
8076,36281,music
8077,31244,slice of life
8078,38712,dementia
8079,23065,supernatural
8080,38017,"action, adventure, romance, seinen"
8081,36621,"kids, music"
8082,34406,"kids, music"
8083,32384,"cars, music"
8084,4394,adventure
8085,17076,"comedy, supernatural"
8086,8716,"sci-fi, music, space, comedy, kids"
8087,7259,"parody, psychological"
8088,31266,dementia
8089,33904,slice of life
8090,8968,"parody, game, comedy"
8091,36115,"dementia, music"
8092,32344,music
8093,30397,"music, kids"
8094,35224,"action, military, sci-fi, space, mecha"
8095,29645,dementia
8096,22729,"action, military, sci-fi, mecha"
8097,18457,"comedy, drama"
8098,35404,mystery
8099,6848,action
8100,38762,music
8101,435,"adventure, comedy, drama, fantasy, magic, mecha, romance, shoujo"
8102,13795,fantasy
8103,7482,"romance, school"
8104,19195,"sci-fi, police, psychological, mecha"
8105,36835,comedy
8106,28049,"adventure, comedy"
8107,6837,comedy
8108,142,"adventure, comedy, demons, drama, fantasy, magic, mystery, romance, shoujo"
8109,29557,"historical, military"
8110,10765,"game, comedy, supernatural, shounen"
8111,6841,samurai
8112,15613,"action, demons, supernatural, fantasy, shoujo"
8113,600,"supernatural, drama, vampire, shounen ai"
8114,39014,"comedy, drama, school, slice of life, sports"
8115,3972,"action, game, shounen"
8116,34792,"adventure, music, supernatural, fantasy"
8117,2608,"action, cars, seinen, sports"
8118,28067,"action, historical, military"
8119,10003,"comedy, dementia, horror, seinen"
8120,33536,fantasy
8121,5656,"kids, adventure, sci-fi"
8122,4395,adventure
8123,6857,"military, historical, kids"
8124,6846,"adventure, music"
8125,36040,"sci-fi, adventure, fantasy, shounen"
8126,6836,"action, samurai"
8127,10639,"action, fantasy"
8128,22427,"adventure, comedy, kids, music, sci-fi, space"
8129,7843,dementia
8130,30433,music
8131,8778,"music, kids"
8132,8064,"action, fantasy, supernatural, seinen"
8133,2181,"police, mecha"
8134,32868,music
8138,38765,"game, music"
8148,8959,"parody, comedy"
8149,7021,comedy
8150,8730,"music, kids, fantasy"
8151,32526,"music, slice of life, school"
8152,36080,music
8153,30405,"music, kids"
8154,207,"action, adventure, fantasy, magic, shounen, supernatural"
8155,10209,"action, harem, comedy, supernatural, magic, ecchi"
8156,36903,"action, martial arts"
8157,5838,"action, adventure"
8158,1021,"drama, music, romance, shoujo"
8159,11679,"comedy, horror, supernatural, thriller"
8160,35413,"comedy, romance"
8161,36884,"military, comedy, drama, fantasy"
8162,4761,"comedy, dementia"
8163,1852,"slice of life, comedy, school, seinen"
8164,31989,"music, school"
8165,30327,dementia
8166,35889,action
8167,551,"action, martial arts, shounen, sports"
8168,287,"action, sports, martial arts, shounen"
8169,38081,"military, school"
8170,6769,music
8171,31389,"action, fantasy, magic, supernatural"
8172,29555,historical
8173,36489,music
8174,36491,"action, adventure, comedy, supernatural, romance"
8175,6922,"action, fantasy, magic, supernatural"
8176,13513,music
8177,8732,"music, kids"
8178,5096,"adventure, comedy, fantasy, kids, shounen"
8179,32637,"music, dementia"
8180,37385,"action, music, parody"
8181,3513,"slice of life, romance, supernatural"
8182,32847,"music, samurai"
8183,752,"drama, shounen ai"
8184,33176,"sci-fi, space"
8185,34472,"action, cars"
8186,5872,action
8187,32767,music
8188,29629,dementia
8189,765,"adventure, magic, comedy, sci-fi"
8190,31749,mecha
8191,6852,adventure
8192,31309,dementia
8193,30081,"music, historical, kids"
8194,36632,"comedy, romance, ecchi"
8195,36158,"music, dementia"
8196,31834,
8197,23935,"action, shounen, super power"
8198,32775,music
8199,38795,"dementia, music"
8200,7523,"comedy, military, historical"
8201,2022,"action, fantasy, supernatural"
8202,35456,music
8203,29865,comedy
8204,36764,"music, space"
8205,6832,supernatural
8206,24903,"music, kids"
8207,9810,"comedy, kids"
8208,34580,"game, school, seinen"
8209,17855,"slice of life, comedy, fantasy, shounen"
8210,40031,"comedy, magic, fantasy, shounen"
8211,24371,"drama, mecha, military"
8212,28817,"action, comedy, school, shoujo ai"
8213,28587,dementia
8214,13835,"action, shoujo"
8215,1355,"action, sci-fi"
8216,8645,"music, kids"
8217,9221,"action, adventure, kids, mecha, sci-fi"
8218,38955,"dementia, music"
8219,1560,"action, sci-fi, ecchi, martial arts, shounen"
8220,12803,"kids, fantasy, comedy"
8221,6281,"sci-fi, seinen"
8222,39498,"game, slice of life, sports"
8223,5330,"action, sci-fi"
8224,29177,"kids, music"
8225,1286,"action, military, sci-fi, mecha"
8226,10584,"music, dementia"
8227,39035,"sci-fi, slice of life"
8228,16560,"action, mecha, sci-fi"
8229,38545,sci-fi
8230,29609,action
8231,25985,"sci-fi, comedy, kids"
8232,29073,sports
8233,29559,kids
8234,31265,dementia
8235,8729,"kids, music, school, slice of life"
8236,7025,"dementia, horror"
8237,35704,"comedy, music, parody"
8238,38498,"music, space, dementia"
8239,29675,drama
8240,35400,"fantasy, historical"
8241,17163,"slice of life, comedy"
8242,28197,"music, kids"
8243,33858,comedy
8244,2362,"action, mecha, sci-fi"
8245,7530,fantasy
8246,39095,"music, romance"
8247,7243,"comedy, dementia"
8248,28953,"dementia, horror"
8249,33429,magic
8250,35156,"action, drama, shounen"
8251,1855,"adventure, comedy, fantasy, magic, shounen"
8252,31695,"kids, music"
8253,10406,comedy
8254,2967,"comedy, ecchi, mystery, school, supernatural"
8255,24363,"comedy, kids"
8256,30430,music
8257,1031,"adventure, fantasy"
8258,1626,"action, adventure, comedy, drama, mecha, sci-fi, shounen"
8259,36018,"game, parody"
8260,32377,action
8261,32830,mystery
8262,15533,slice of life
8263,29459,"music, kids"
8264,29053,"kids, music"
8265,5311,"action, mecha, sci-fi"
8266,1123,"adventure, fantasy, shounen, supernatural"
8267,9353,"magic, harem, romance, drama"
8268,271,"sci-fi, adventure, mecha, shounen"
8269,29679,"demons, drama"
8270,7445,comedy
8271,34140,space
8272,29103,"music, kids"
8273,35757,"adventure, fantasy"
8274,38493,slice of life
8275,13439,"adventure, supernatural"
8276,37853,"dementia, music"
8277,15455,fantasy
8278,29397,slice of life
8279,21891,music
8280,33937,"music, sci-fi"
8281,557,"comedy, historical, romance, sci-fi, shounen"
8282,36744,slice of life
8283,36718,"school, supernatural"
8284,8774,"kids, fantasy"
8285,4390,"military, adventure, comedy"
8286,31912,"action, fantasy, historical"
8287,29729,comedy
8288,5322,"action, sci-fi, space"
8289,29963,"music, kids"
8290,40412,"music, josei"
8291,6181,fantasy
8292,6847,adventure
8293,38501,"music, dementia"
8294,18271,"action, mecha, sci-fi, space, shounen"
8295,35329,"parody, super power"
8296,31259,dementia
8297,34716,sports
8298,4176,"action, comedy, sports"
8299,40320,"action, adventure, historical, supernatural, martial arts, fantasy"
8300,29173,dementia
8301,29347,slice of life
8302,23759,"comedy, sports"
8303,31639,"kids, music"
8304,7446,comedy
8305,6829,action
8306,29661,dementia
8307,22471,"kids, music"
8308,1833,"action, sci-fi, adventure"
8309,21833,"comedy, fantasy, kids, music"
8310,8285,"action, adventure, mecha, sci-fi"
8311,1705,"adventure, drama, horror, sci-fi, shounen, supernatural"
8312,35379,"action, fantasy, martial arts"
8313,25969,dementia
8314,4406,"action, mecha, shounen"
8315,20441,"adventure, comedy, mystery"
8316,22509,historical
8317,27857,comedy
8318,32421,"kids, music"
8319,15005,"comedy, ecchi, seinen"
8320,36089,music
8321,34834,"action, comedy, fantasy, school"
8322,39605,"comedy, parody, shounen"
8323,260,"comedy, drama, harem, romance, slice of life"
8324,25545,"music, kids"
8325,248,"comedy, ecchi, harem, romance, shounen"
8326,22059,music
8327,30077,"music, kids"
8328,5973,"ecchi, comedy, sci-fi, shounen"
8329,29651,"samurai, historical, drama"
8330,33759,"action, fantasy"
8331,29451,"music, kids"
8332,6937,"drama, fantasy"
8333,11579,"dementia, music"
8334,30443,comedy
8335,34934,"drama, romance, school"
8336,37547,"action, samurai"
8337,32933,"comedy, fantasy, kids"
8338,2262,"action, sci-fi, horror, police, supernatural"
8339,2737,"action, super power, drama"
8340,29798,kids
8341,34633,dementia
8342,32058,cars
8343,6935,slice of life
8344,36747,slice of life
8345,35143,"comedy, parody"
8346,37723,music
8347,37273,music
8348,22473,"kids, music"
8349,2905,"super power, ecchi, martial arts, school"
8350,17161,"slice of life, comedy"
8351,2793,"sci-fi, adventure, space, drama, romance, fantasy"
8352,37374,"action, sci-fi, adventure"
8353,40076,comedy
8354,22841,dementia
8355,31302,"comedy, sci-fi"
8356,30864,dementia
8357,11307,"drama, military, sci-fi, space"
8358,3146,"adventure, mecha, military, sci-fi, shounen"
8359,22513,music
8360,2795,"action, drama, fantasy, mecha, romance, sci-fi"
8361,3602,"action, drama, sci-fi, space"
8362,22699,"action, slice of life, adventure, fantasy, martial arts, comedy, super power, shounen"
8363,34835,"action, comedy, ecchi, samurai, seinen"
8364,12343,"action, sci-fi, adventure, comedy, police"
8365,897,"action, adventure, fantasy, sci-fi, shounen"
8366,8648,"comedy, fantasy"
8367,38985,"adventure, fantasy"
8368,2546,"slice of life, historical, drama"
8369,35473,"slice of life, comedy, magic, fantasy"
8370,2592,"action, sci-fi, horror, supernatural, vampire, shounen ai"
8371,20725,music
8372,28151,"action, demons, historical, supernatural"
8373,29955,music
8374,730,"drama, romance, shounen ai"
8375,21065,"drama, music"
8376,2032,"action, adventure, comedy, drama, fantasy, historical"
8377,19209,"dementia, fantasy"
8378,18273,"action, adventure, martial arts, shounen"
8379,39000,dementia
8380,2054,"fantasy, magic, shoujo"
8381,1528,"sci-fi, comedy, mecha"
8382,7330,"adventure, comedy, kids"
8383,13837,"comedy, mystery, police, shounen, sports"
8384,37597,"comedy, drama, romance, shounen ai"
8385,38419,"action, adventure, super power, shounen"
8386,3686,"comedy, school"
8387,40004,"harem, comedy, romance, school, shounen"
8388,7955,slice of life
8389,1476,"action, comedy, mystery, shounen"
8390,12857,"action, mecha, romance, shounen"
8391,6408,"mystery, drama, romance, school"
8392,35673,"adventure, comedy, slice of life"
8393,36155,slice of life
8394,4515,"kids, drama"
8395,7793,"action, shounen, sports"
8396,156,"action, super power, drama, magic, romance, fantasy, shoujo"
8397,37993,"comedy, shoujo ai, slice of life"
8398,18099,"comedy, school, seinen, slice of life"
8399,37937,"action, adventure, demons, fantasy, historical, martial arts, romance"
8400,32289,"action, sci-fi, music"
8401,17395,action
8402,9866,"historical, drama"
8403,28285,"action, harem, comedy, supernatural, magic, romance, ecchi, fantasy, school, shounen"
8404,37143,"cars, parody"
8405,36746,slice of life
8406,1006,"action, comedy, romance, school, sci-fi, shounen, space"
8407,16530,"comedy, slice of life"
8408,921,"comedy, magic, parody"
8409,11757,"action, adventure, fantasy, game, romance"
8410,626,"comedy, fantasy, magic, romance, shounen"
8411,30085,"music, kids"
8412,32790,"music, supernatural, vampire"
8413,39284,music
8414,5958,"sci-fi, harem, comedy, supernatural, romance, ecchi, shounen"
8415,36132,"comedy, parody"
8416,31624,kids
8417,40134,"slice of life, magic, fantasy, shounen"
8418,40578,"action, adventure, mystery, comedy, seinen"
8419,36774,"sci-fi, parody"
8420,879,"military, drama, magic, romance, fantasy, shoujo ai"
8421,5235,"game, fantasy"
8422,29673,comedy
8423,5854,"action, adventure, drama, historical, romance"
8424,36071,music
8425,11255,"action, ecchi, martial arts, super power, school"
8426,3689,"sci-fi, adventure, comedy, mecha"
8427,33493,"action, mecha, sci-fi"
8428,7449,comedy
8429,675,"supernatural, drama"
8430,25267,mystery
8431,29409,"music, kids"
8432,10470,"action, military, sci-fi, fantasy"
8433,6527,"action, comedy, fantasy, magic, shoujo"
8434,31108,music
8435,33550,comedy
8436,39826,music
8437,12865,comedy
8438,32901,"comedy, drama, romance, ecchi"
8439,9689,"magic, supernatural, slice of life"
8440,9837,"action, drama, seinen"
8441,6855,adventure
8442,34077,"action, game, shounen"
8443,16564,"action, mecha, sci-fi"
8444,30818,"action, mystery, comedy, police"
8445,33046,"music, shoujo"
8446,10582,"comedy, demons, ecchi, fantasy, romance, seinen"
8447,29739,comedy
8448,7494,fantasy
8449,19429,"action, school, shoujo ai"
8450,2884,"action, comedy"
8451,30341,dementia
8452,33419,"romance, school, shoujo"
8453,6670,music
8454,14743,comedy
8455,1266,"adventure, samurai, fantasy, shounen"
8456,34519,"comedy, parody, sports, mecha"
8457,3570,"adventure, fantasy, kids, slice of life"
8458,29767,
8459,38496,music
8460,179,"comedy, magic, romance, school"
8461,1377,"sci-fi, space, drama"
8462,12599,"drama, shoujo"
8463,36096,"music, dementia"
8464,35612,"comedy, parody"
8465,36675,music
8466,8680,"music, slice of life, kids"
8467,10105,"action, sci-fi, adventure, fantasy"
8468,29800,"comedy, kids"
8469,10743,drama
8470,4927,"action, drama, romance, thriller, shoujo"
8471,32142,"comedy, slice of life"
8472,19171,"mecha, sci-fi, shounen"
8473,32147,"comedy, slice of life"
8474,1287,"action, sci-fi, adventure, space, drama"
8475,35631,"comedy, parody"
8476,36249,music
8477,36678,music
8478,30947,"historical, supernatural"
8479,10360,"action, shounen, sports"
8480,7488,fantasy
8481,29764,
8482,6856,music
8483,33814,"comedy, horror"
8484,28241,"action, military, historical, kids"
8485,13087,comedy
8486,31102,game
8487,3496,"historical, fantasy"
8488,32764,music
8489,15545,"comedy, kids"
8490,10674,comedy
8491,30019,kids
8492,39696,kids
8493,2897,comedy
8494,36601,music
8495,35403,kids
8496,29782,"historical, military"
8497,24633,music
8498,15389,"comedy, seinen"
8499,34929,action
8500,40651,"sports, ecchi"
8501,36767,music
8502,33698,game
8503,5554,"parody, shoujo"
8504,33215,"adventure, music"
8505,20385,"comedy, parody, ecchi"
8506,32737,"comedy, super power"
8507,37867,music
8508,39306,music
8509,36087,music
8510,25265,"romance, slice of life"
8511,30781,comedy
8512,31071,comedy
8513,36070,music
8514,38632,"comedy, parody"
8515,36671,music
8516,31491,"comedy, ecchi, romance, school, seinen, sports"
8517,38028,music
8518,28103,"adventure, fantasy, cars, supernatural"
8519,29179,"music, kids"
8520,30955,ecchi
8521,1745,"action, adventure, police, shounen"
8522,30336,dementia
8523,30073,"kids, music"
8524,30082,"music, kids"
8525,37258,"comedy, school"
8526,29701,comedy
8527,2765,"action, military"
8528,25491,fantasy
8529,32800,music
8530,29928,kids
8531,3008,"adventure, comedy, mecha"
8532,1001,"adventure, drama, shounen"
8533,32228,"comedy, shounen, sports"
8534,33217,"music, space"
8535,926,"adventure, mecha, sci-fi, shounen"
8536,1541,"action, historical, martial arts"
8537,35522,"comedy, school, slice of life"
8538,2811,"adventure, drama, mecha, sci-fi"
8539,3809,"adventure, fantasy, romance"
8540,4514,"adventure, historical, drama"
8541,26347,slice of life
8542,35369,sci-fi
8543,4031,"action, comedy, martial arts, school, shounen"
8544,29655,
8545,11635,"action, school, sci-fi, super power"
8546,11483,"cars, sports"
8547,22205,"sports, shounen"
8548,11491,"comedy, school, seinen, slice of life"
8549,6827,fantasy
8550,38009,"music, slice of life, school"
8551,29946,music
8552,32768,music
8553,1455,"action, supernatural, samurai, historical"
8554,13173,"fantasy, slice of life"
8555,28047,"adventure, romance, historical"
8556,14563,"comedy, magic"
8557,29481,"fantasy, kids"
8558,4793,"adventure, comedy, fantasy, kids"
8559,22953,"martial arts, comedy, parody"
8560,5025,"action, comedy, ecchi, parody"
8561,28057,"action, adventure, comedy"
8562,29667,dementia
8563,12521,music
8564,3882,"mecha, sci-fi, supernatural"
8565,35398,military
8566,8935,"comedy, sci-fi"
8567,31494,"parody, comedy, mecha"
8568,36556,"action, comedy, historical, samurai, shounen"
8569,2783,"adventure, fantasy, shoujo"
8570,8999,"action, adventure"
8571,34888,"comedy, shounen"
8572,22661,"fantasy, shounen"
8573,37431,comedy
8574,36078,music
8575,10197,"comedy, supernatural, vampire"
8576,1596,"action, comedy, ecchi, parody, shounen, sports, super power"
8577,1819,"mecha, horror, sci-fi"
8578,33512,"sci-fi, comedy"
8579,2970,"adventure, fantasy, magic, shounen"
8580,30446,comedy
8581,10936,"comedy, supernatural, seinen"
8582,38898,music
8583,32446,music
8584,33113,"sci-fi, adventure, harem, romance"
8585,33151,mystery
8586,11209,"action, ecchi, harem, martial arts, school, super power"
8587,33888,fantasy
8588,5241,kids
8589,7060,"sci-fi, space, mecha"
8590,7452,comedy
8591,3388,"magic, shoujo"
8592,21835,game
8593,14479,"magic, fantasy, school"
8594,7148,"harem, comedy, romance, ecchi, school"
8595,30442,comedy
8596,37140,"comedy, supernatural, demons, shounen"
8597,29870,romance
8598,4362,"comedy, sci-fi"
8599,38158,"kids, music"
8600,32749,"dementia, music"
8601,34910,music
8602,2973,"fantasy, sci-fi"
8603,24053,"action, mecha"
8604,29653,"samurai, historical, drama"
8605,2983,"adventure, mystery, horror, demons, psychological, supernatural, drama, fantasy, school"
8606,13369,comedy
8607,12561,"action, comedy"
8608,21107,"action, mecha"
8609,38510,dementia
8610,9662,"psychological, horror"
8611,25461,music
8612,18723,"action, seinen, supernatural"
8613,29796,kids
8614,30065,"music, historical"
8615,36969,"comedy, kids, mystery"
8616,30840,"parody, comedy, mecha"
8617,1949,"drama, romance"
8618,24049,mecha
8619,8681,"music, kids, samurai"
8620,30428,music
8621,29605,"action, martial arts"
8622,31263,dementia
8625,1802,"action, adventure, police, comedy, sci-fi"
8627,1755,comedy
8628,234,"adventure, sports, shounen"
8629,33661,"sci-fi, space, comedy, ecchi, seinen"
8631,3690,"adventure, comedy, mecha, romance"
8632,2255,"action, sci-fi, mecha"
8635,1669,"action, adventure, comedy, sci-fi, shounen, sports"
8638,1749,"ecchi, comedy, romance, supernatural"
8641,34647,drama
8643,3021,"action, comedy, super power, romance, school"
8644,37641,"slice of life, comedy, historical, demons, supernatural"
8648,5484,"adventure, comedy, fantasy, shounen, supernatural"
8650,3026,"sci-fi, comedy, drama, romance"
8651,10513,comedy
8652,6131,comedy
8653,32789,"music, supernatural, vampire"
8654,30164,"music, kids"
8655,3964,"action, drama, mecha, military, sci-fi, space"
8656,36654,"slice of life, comedy, historical, demons, supernatural"
8657,5304,"comedy, kids, slice of life"
8659,1341,"action, drama, horror"
8660,7329,"kids, adventure, comedy"
8661,31426,"comedy, school, slice of life"
8662,34177,"music, school, slice of life"
8663,29153,music
8664,2612,"kids, magic"
8665,1059,"action, adventure, comedy, sci-fi, super power"
8666,8889,"comedy, magic, romance, ecchi"
8667,7528,fantasy
8668,8717,"music, kids"
8669,36061,music
8670,2620,"action, adventure, mecha"
8671,33668,"supernatural, magic"
8672,30893,comedy
8673,17211,"comedy, shoujo"
8674,21875,music
8675,6330,"comedy, fantasy, supernatural"
8676,533,"comedy, slice of life"
8677,6056,"action, martial arts, historical, shounen"
8678,27709,"comedy, school, seinen, slice of life"
8679,15525,music
8680,29141,comedy
8681,36056,music
8682,30292,"game, school, slice of life"
8683,10979,"sports, comedy"
8684,32934,"comedy, horror, supernatural"
8685,10823,"slice of life, martial arts, comedy"
8686,21215,"action, ecchi, martial arts"
8687,30075,"music, kids"
8688,37549,thriller
8689,537,"action, sci-fi, adventure, martial arts"
8690,36607,music
8691,36719,comedy
8692,13519,comedy
8693,32788,"fantasy, music"
8694,10847,comedy
8695,35389,adventure
8696,36318,"action, fantasy, magic, school"
8697,10740,"adventure, comedy, drama, fantasy, kids"
8698,35511,"music, space"
8699,20743,"action, adventure, comedy, fantasy, kids"
8700,37792,dementia
8701,1035,"adventure, comedy, fantasy, shoujo, shounen ai"
8702,33912,"comedy, music"
8703,1300,"comedy, shounen"
8704,15137,kids
8705,36264,"dementia, music"
8706,32603,"comedy, romance, ecchi, school, shounen"
8707,21177,"action, historical, mecha, sci-fi"
8708,27785,"action, comedy, mecha"
8709,30379,"slice of life, comedy, seinen"
8710,32855,music
8711,34283,"comedy, historical"
8712,6183,fantasy
8713,34964,"action, ecchi, sci-fi, seinen"
8714,35992,kids
8715,38757,"dementia, music"
8716,618,"adventure, horror, magic, martial arts, samurai, shounen, supernatural"
8717,3438,"action, shounen, sports"
8718,6008,"fantasy, magic, shoujo"
8719,25689,"ecchi, harem"
8720,31068,"magic, shoujo"
8721,7579,"comedy, harem, romance"
8722,30018,kids
8723,35976,slice of life
8724,38886,music
8725,28717,adventure
8726,1751,"action, comedy, fantasy"
8727,8718,"music, kids, drama"
8728,18425,comedy
8729,6383,"action, adventure, sci-fi, shounen"
8730,36181,music
8731,6671,"adventure, sci-fi"
8732,30739,"comedy, ecchi"
8733,36624,"game, comedy"
8734,29956,dementia
8735,3817,"sci-fi, space"
8736,26007,"kids, comedy"
8737,8679,"music, comedy, kids"
8738,29377,"dementia, music"
8739,6525,"slice of life, comedy"
8740,7448,comedy
8741,33272,music
8742,37668,"demons, parody"
8743,25393,"action, sci-fi"
8744,32759,"drama, music"
8745,33572,music
8746,36091,music
8747,38616,kids
8748,39721,comedy
8749,37404,"game, music"
8750,5869,action
8751,34992,kids
8752,39214,"music, slice of life, kids"
8753,29850,action
8754,39286,music
8755,28055,drama
8756,2462,"action, martial arts"
8757,33791,"comedy, parody"
8758,36239,"fantasy, shounen"
8759,29922,
8760,13091,comedy
8761,31116,"action, comedy, kids, parody, super power"
8762,20713,"comedy, historical"
8763,3596,"action, sci-fi"
8764,7569,comedy
8765,28987,
8766,32854,"comedy, music"
8767,37528,"military, music"
8768,29822,"parody, comedy"
8769,2147,"comedy, horror, romance, sci-fi"
8770,37277,"action, romance, sci-fi, drama"
8771,31662,music
8772,15527,music
8773,35933,adventure
8774,16656,"action, ecchi, harem, magic"
8775,10355,"adventure, comedy, space"
8776,32857,music
8777,27437,"adventure, fantasy, kids"
8778,29895,kids
8779,19207,"comedy, magic"
8780,34122,drama
8781,21717,"music, kids"
8782,28035,"kids, sports"
8783,6843,adventure
8784,1725,"comedy, romance, school, drama"
8785,18375,comedy
8786,40014,slice of life
8787,38407,space
8788,30534,music
8789,797,"comedy, ecchi, harem, romance"
8790,37044,"drama, romance, school"
8791,7498,"comedy, sports"
8792,35328,"comedy, parody"
8793,38527,"slice of life, comedy"
8794,1629,"action, psychological, drama, horror"
8795,31147,"action, demons, drama, fantasy, mystery, sci-fi, super power, supernatural"
8796,2703,"sports, shounen"
8797,25591,"action, adventure, supernatural, shounen"
8798,32084,"game, comedy, school"
8799,373,"sci-fi, adventure, comedy, mecha, seinen"
8800,34719,music
8801,29799,kids
8802,4201,"slice of life, historical, drama"
8803,9392,"adventure, fantasy"
8804,32583,"music, kids, school"
8805,6491,"music, slice of life"
8806,3271,"sci-fi, adventure, mecha"
8807,32734,"comedy, slice of life"
8808,3511,"action, martial arts, super power, seinen"
8809,17082,"comedy, school, shounen, slice of life"
8810,1593,"comedy, school, slice of life"
8811,36223,slice of life
8812,2786,"action, demons, fantasy, game, shounen"
8813,22467,"kids, music"
8814,1957,"adventure, magic, comedy, romance, shoujo"
8815,29860,comedy
8816,31763,"action, game, sci-fi, romance, school"
8817,1667,"action, sci-fi, supernatural, shounen"
8818,38813,music
8819,34908,"music, kids"
8820,39027,historical
8821,36977,
8822,15891,"shoujo, supernatural"
8823,30159,"mecha, shounen"
